session,run_id,audit_file,platform_id,timestamp_utc,navigator_version,audit_schema_version,protocol_version,memory_digest_hash,m3_preferences_count,memory_status,m3_jaccard_threshold,m3_abstention_margin,vlm_model,vlm_model_digest,vlm_quantization,git_commit,git_dirty,geojson_md5,route_graph_md5,sas_text_version,gpu_driver_version,poi_signatures_loaded,decision_records
C,20260424_164437,data/session_c/audits/pair2_B_cb203.jsonl,xplorer-b,2026-04-24T13:44:37+00:00,v4.8,2.0,,97241265217eb4b08e26fb718eb21f40,6,loaded,0.6,,qwen3.5:4b,,,,,,,,,15,1
C,20260424_164721,data/session_c/audits/pair2_C_cb204.jsonl,xplorer-c,2026-04-24T13:47:21+00:00,v4.8,2.0,,97241265217eb4b08e26fb718eb21f40,6,loaded,0.6,,qwen3.5:4b,,,,,,,,,15,1
E,20260820_115934,data/session_e/day1_20260820/logs/audit_20260820_115934.jsonl,xplorer-c,2026-08-20T08:59:34+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_121926,data/session_e/day1_20260820/logs/audit_20260820_121926.jsonl,xplorer-b,2026-08-20T09:19:26+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_122950,data/session_e/day1_20260820/logs/audit_20260820_122950.jsonl,xplorer-c,2026-08-20T09:29:50+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_123127,data/session_e/day1_20260820/logs/audit_20260820_123127.jsonl,xplorer-c,2026-08-20T09:31:27+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_123233,data/session_e/day1_20260820/logs/audit_20260820_123233.jsonl,xplorer-c,2026-08-20T09:32:33+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_123335,data/session_e/day1_20260820/logs/audit_20260820_123335.jsonl,xplorer-c,2026-08-20T09:33:35+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_123503,data/session_e/day1_20260820/logs/audit_20260820_123503.jsonl,xplorer-c,2026-08-20T09:35:03+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_123638,data/session_e/day1_20260820/logs/audit_20260820_123638.jsonl,xplorer-c,2026-08-20T09:36:38+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_124328,data/session_e/day1_20260820/logs/audit_20260820_124328.jsonl,xplorer-c,2026-08-20T09:43:28+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_124531,data/session_e/day1_20260820/logs/audit_20260820_124531.jsonl,xplorer-c,2026-08-20T09:45:31+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_124642,data/session_e/day1_20260820/logs/audit_20260820_124642.jsonl,xplorer-c,2026-08-20T09:46:42+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_125530,data/session_e/day1_20260820/logs/audit_20260820_125530.jsonl,xplorer-c,2026-08-20T09:55:30+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_125656,data/session_e/day1_20260820/logs/audit_20260820_125656.jsonl,xplorer-c,2026-08-20T09:56:56+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,3
E,20260820_125837,data/session_e/day1_20260820/logs/audit_20260820_125837.jsonl,xplorer-c,2026-08-20T09:58:37+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_125951,data/session_e/day1_20260820/logs/audit_20260820_125951.jsonl,xplorer-c,2026-08-20T09:59:51+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_130207,data/session_e/day1_20260820/logs/audit_20260820_130207.jsonl,xplorer-c,2026-08-20T10:02:07+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_130331,data/session_e/day1_20260820/logs/audit_20260820_130331.jsonl,xplorer-c,2026-08-20T10:03:31+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_130509,data/session_e/day1_20260820/logs/audit_20260820_130509.jsonl,xplorer-c,2026-08-20T10:05:09+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_140042,data/session_e/day1_20260820/logs/audit_20260820_140042.jsonl,xplorer-b,2026-08-20T11:00:42+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_140207,data/session_e/day1_20260820/logs/audit_20260820_140207.jsonl,xplorer-b,2026-08-20T11:02:07+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_141007,data/session_e/day1_20260820/logs/audit_20260820_141007.jsonl,xplorer-c,2026-08-20T11:10:07+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_141131,data/session_e/day1_20260820/logs/audit_20260820_141131.jsonl,xplorer-c,2026-08-20T11:11:31+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_141656,data/session_e/day1_20260820/logs/audit_20260820_141656.jsonl,xplorer-c,2026-08-20T11:16:56+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_141906,data/session_e/day1_20260820/logs/audit_20260820_141906.jsonl,xplorer-c,2026-08-20T11:19:06+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_142701,data/session_e/day1_20260820/logs/audit_20260820_142701.jsonl,xplorer-b,2026-08-20T11:27:01+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_142805,data/session_e/day1_20260820/logs/audit_20260820_142805.jsonl,xplorer-b,2026-08-20T11:28:05+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_143504,data/session_e/day1_20260820/logs/audit_20260820_143504.jsonl,xplorer-b,2026-08-20T11:35:04+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_143557,data/session_e/day1_20260820/logs/audit_20260820_143557.jsonl,xplorer-b,2026-08-20T11:35:57+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_143644,data/session_e/day1_20260820/logs/audit_20260820_143644.jsonl,xplorer-b,2026-08-20T11:36:44+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_143732,data/session_e/day1_20260820/logs/audit_20260820_143732.jsonl,xplorer-b,2026-08-20T11:37:32+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_144036,data/session_e/day1_20260820/logs/audit_20260820_144036.jsonl,xplorer-c,2026-08-20T11:40:36+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_144134,data/session_e/day1_20260820/logs/audit_20260820_144134.jsonl,xplorer-c,2026-08-20T11:41:34+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_144235,data/session_e/day1_20260820/logs/audit_20260820_144235.jsonl,xplorer-c,2026-08-20T11:42:35+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_144319,data/session_e/day1_20260820/logs/audit_20260820_144319.jsonl,xplorer-c,2026-08-20T11:43:19+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_144526,data/session_e/day1_20260820/logs/audit_20260820_144526.jsonl,xplorer-c,2026-08-20T11:45:26+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_144633,data/session_e/day1_20260820/logs/audit_20260820_144633.jsonl,xplorer-c,2026-08-20T11:46:33+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_145232,data/session_e/day1_20260820/logs/audit_20260820_145232.jsonl,xplorer-b,2026-08-20T11:52:32+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_145354,data/session_e/day1_20260820/logs/audit_20260820_145354.jsonl,xplorer-b,2026-08-20T11:53:54+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,2
E,20260820_150456,data/session_e/day1_20260820/logs/audit_20260820_150456.jsonl,xplorer-b,2026-08-20T12:04:56+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_150614,data/session_e/day1_20260820/logs/audit_20260820_150614.jsonl,xplorer-b,2026-08-20T12:06:14+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_150652,data/session_e/day1_20260820/logs/audit_20260820_150652.jsonl,xplorer-b,2026-08-20T12:06:52+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
E,20260820_150808,data/session_e/day1_20260820/logs/audit_20260820_150808.jsonl,xplorer-b,2026-08-20T12:08:08+00:00,v4.8-review,2.1,E-2026-09,97241265217eb4b08e26fb718eb21f40,6,loaded,0.75,0.1,qwen3.5:4b,0c8faadc50c205b83c634430c1dae6d1a4896c9b818cb8f290aa34d535265018,Q4_K_M,f973aa0c4920e47cdd85d7e4e263e3b66fb41ddc,False,2e48375071c0e4ea7cd38c0e48ef97c5,e0130b78b00ec55822dbc39a41429817,1.2.0,580.173.02,15,1
